23.4596,27.5844,27.3405,24.3909,26.5343,26.9211,23.6251,25.2119,26.8402,25.1514,26.8234,25.6337,24.6291,27.6499,24.8863,26.3121,26.2331,25.3295,27.1801,26.5861,24.2297,28.6017,26.7739,24.7441,27.0525,25.6063,23.0772,25.9942,25.7454,22.4698,27.9780,24.6631,22.8606,27.7099,23.6198,21.8878,29.0691,22.9883,21.6007,26.6360,22.6197,22.2687,25.8833,22.2472,21.3683,26.5096,22.1225,23.5000,25.5141,21.1512,23.9172,26.0803,20.2792,25.0262,24.1825,21.7951,24.2642,23.5231,21.4058,25.2233,23.7797,22.8221,23.5107,22.4854,23.4700,23.6091,22.7676,24.9519,23.3560,21.4063,22.8895,22.7134,21.6665,22.2722,21.6563,20.2221,23.0239,23.0654,0.0000,0.0000
23.1711,25.7650,25.5651,24.4900,26.0636,26.1330,24.8875,24.8805,27.0143,25.4999,26.3936,25.0367,25.1637,26.3442,23.8540,26.6868,26.8592,25.4268,27.6552,27.3934,24.4884,28.9049,27.8529,25.2227,27.9688,26.3878,23.3838,27.7421,26.7480,22.2362,28.2580,25.1154,23.6806,28.1913,24.0004,22.7583,29.3197,23.0243,23.0858,26.8455,23.3097,22.6808,26.3209,23.0924,21.5846,26.3134,22.7410,23.7642,25.1708,21.8422,23.8174,25.2004,21.0718,25.1332,23.8109,22.4925,23.5874,23.6914,23.6738,23.8985,22.8461,21.8098,22.9613,21.5615,22.3812,22.6130,21.1302,21.9783,21.2003,20.5738,22.0695,23.7331,19.9040,21.0127,23.6741,20.5022,22.7669,24.7663,0.0489,0.0000
23.0877,25.5880,25.9979,24.3424,26.3019,26.2502,25.0211,25.4326,27.3026,25.2691,26.4071,25.0521,24.8782,26.2982,23.8833,26.4830,26.8839,25.3162,27.4780,27.2824,24.3317,28.4990,28.0643,25.1632,28.0760,26.1629,23.4971,28.6042,26.5432,22.4500,28.0536,24.8463,23.7315,28.3839,23.7902,22.7888,29.4592,22.9070,23.4211,27.2251,22.9215,22.3490,27.3493,22.1470,21.4007,26.0327,23.0881,22.9349,24.8986,22.2083,22.7501,25.2823,20.9427,23.5154,23.6369,22.8082,23.3438,23.6771,23.6850,24.2020,22.5356,22.3936,22.7007,21.1843,22.7554,23.0825,20.4052,22.3657,21.8298,20.7930,21.9886,24.3295,21.1840,20.8179,24.5160,19.9706,22.4403,25.1598,0.0978,0.0000
22.8498,25.5689,25.2913,24.0508,26.1781,25.8810,24.5313,25.2089,26.9672,25.0758,26.6445,24.8631,24.7668,26.7464,23.6783,26.3484,26.7544,25.2581,27.4217,27.1972,24.3863,28.5071,27.7923,25.2757,27.9039,26.1770,23.3613,28.5894,26.5833,22.4236,27.6286,24.8754,23.4159,28.0809,23.8063,22.5436,29.3996,23.2395,23.0554,26.9921,22.7387,22.4458,26.6281,22.3414,21.3493,26.4763,22.2290,23.5668,25.2313,21.4921,23.6795,25.2879,20.6842,24.9698,24.0738,22.4707,23.5650,24.1441,23.6144,24.0125,22.9604,21.9728,23.0170,21.7173,22.7101,22.9297,21.0342,22.0825,21.7135,20.9409,22.6479,24.2318,20.2790,21.6223,24.4967,20.8906,23.6917,24.9217,0.1467,0.0000
22.7498,25.5969,25.8667,24.0794,26.1053,26.2353,24.7283,25.0470,27.1206,24.9286,26.6491,25.0986,24.3492,27.1664,24.1561,26.2568,26.4996,25.0717,27.1454,26.9176,24.0036,28.3707,27.5875,24.6026,27.5279,25.8113,23.0342,27.0519,25.8754,21.9083,28.1866,24.7622,23.5275,28.6102,23.6586,22.6834,29.7975,22.9714,23.3567,27.5241,22.6269,22.4339,27.7429,21.6619,21.7108,26.3819,22.8132,23.1148,25.2552,21.9035,23.0948,25.4538,20.8843,24.2194,23.9489,22.6262,23.3542,23.9490,23.7354,23.8974,22.8346,21.9989,22.9606,21.5159,22.5987,23.0486,20.4116,21.7435,22.4528,21.1217,23.1392,24.4179,21.4772,22.5175,25.4399,20.4110,24.1727,24.4894,0.1956,0.0000
22.7457,25.6364,24.8457,23.9626,26.1750,25.4626,24.4803,25.2291,26.5374,25.0941,26.5170,24.4977,24.9941,26.4508,23.2712,26.2553,26.8609,25.0457,27.4904,27.1921,24.3771,28.5591,27.3114,25.4546,27.8486,26.1759,23.3015,28.0349,26.5326,22.1340,28.0250,24.9315,23.7257,28.3803,23.8032,22.8793,29.5388,23.1241,23.6044,27.2057,22.8579,22.6592,26.9408,22.4337,21.5347,26.4342,22.4832,23.6793,25.3036,21.6036,23.5032,25.2249,20.7026,24.7292,23.9938,22.3768,23.3877,23.9590,23.6072,23.4354,22.8032,21.7858,23.3717,21.5055,22.3806,23.1381,20.6403,21.2936,22.4965,20.9703,23.0445,24.3965,21.0992,22.4484,25.4822,20.3204,24.1123,24.3495,0.2444,0.0000
22.7899,25.8917,24.8336,24.0428,26.1373,25.5602,24.2443,24.9591,26.5005,25.2660,26.4576,24.7052,25.1197,26.4906,23.4821,26.4401,26.6448,25.3035,27.5993,27.1829,24.6201,28.7182,27.3239,25.6581,27.9441,26.2034,23.5159,28.1345,26.5314,22.3437,27.9228,24.8822,23.7060,28.1795,23.9204,22.6620,29.4732,23.1847,23.0082,27.0737,22.8855,22.5655,26.7756,22.4110,21.4716,26.4263,22.5927,23.7009,25.2386,21.7615,23.7272,25.2241,21.1616,25.1370,23.9969,22.5726,23.4201,24.0177,23.7961,23.5886,22.8794,21.8906,23.1413,21.5691,22.4372,22.8828,20.7123,21.4419,22.1089,20.8680,22.6776,24.2054,20.1670,21.8084,24.7648,20.9867,23.8232,24.6866,0.2933,0.0000
22.9013,26.2469,25.1652,24.1650,26.5351,25.8685,24.2035,25.4071,26.8916,25.3461,26.5182,24.9152,25.1841,26.3674,23.7094,26.5393,26.7944,25.4530,27.7501,27.0342,24.6973,28.9708,27.3526,25.5550,28.1511,26.0124,23.6418,28.6716,26.3920,22.5962,27.9370,24.7222,23.9069,28.3255,23.6956,22.9628,29.2954,22.7879,23.7003,27.2015,22.9925,22.2177,27.4126,22.4890,21.1212,25.9942,22.9872,22.7983,24.7518,22.4678,22.2568,24.8001,20.9448,22.2273,23.5385,22.9758,23.0189,23.5619,23.9231,23.8067,22.3778,22.3944,22.7209,21.1818,22.6150,23.5019,20.0278,22.0118,22.6958,21.1635,21.9751,24.8772,21.7453,20.8964,25.1453,20.6123,22.5311,25.8488,0.3422,0.0000
23.0087,25.3107,26.2912,24.3786,25.8176,26.4611,25.1572,24.8467,27.3441,24.9881,26.0971,25.0918,24.3647,25.7097,24.1111,26.1903,26.6496,24.9531,26.7108,27.0650,23.6665,27.6988,28.1687,24.0437,27.3828,25.9547,22.8729,27.3328,25.8832,21.6441,27.9887,24.9963,23.5664,28.6069,23.8295,22.9748,29.8257,23.3822,23.7760,27.5737,22.7353,22.7461,27.6094,22.0982,21.6923,26.4929,22.6442,23.5278,25.2822,21.8762,23.3149,25.4182,20.5864,24.1247,23.9961,22.5875,23.7111,23.8600,23.0524,24.8430,23.0844,22.7863,22.7584,21.8034,23.4250,22.9743,21.0087,23.3741,21.6699,20.9224,22.8597,24.0804,20.7612,21.6309,24.2496,20.3634,23.7028,24.8105,0.3911,0.0000
22.7511,25.8106,24.6034,23.9118,26.1273,25.4583,24.0895,24.9339,26.3872,25.1255,26.5042,24.6190,24.9076,26.7881,23.4403,26.3383,26.6491,25.1505,27.5188,27.1263,24.4573,28.6349,27.4290,25.4479,27.9464,26.1575,23.3692,28.6103,26.5679,22.4131,27.6240,24.8864,23.5686,28.0592,23.8671,22.6230,29.3613,23.3602,23.2376,27.0576,22.7194,22.5330,26.8995,22.1063,21.4813,26.4374,22.2840,23.6387,25.1658,21.5924,23.5084,25.0071,20.7903,24.7973,23.9551,22.4778,23.2398,24.0196,23.7079,23.2867,22.7690,21.8943,23.0485,21.5243,22.6202,23.1871,20.5328,21.5922,22.6448,21.2518,22.9253,24.6573,21.7103,22.2020,25.5715,20.6013,23.9503,24.9300,0.4400,0.0000
